"[frozenset({'Vazamento=0'}), frozenset({'TipoPavimento=4'}), 0.9004221504842315, 1.0808619678668807]",,,
"[frozenset({'agua=0'}), frozenset({'TipoPavimento=4'}), 0.8036241045090603, 0.9646661075116832]",,,
"[frozenset({'agua=1'}), frozenset({'TipoPavimento=4'}), 0.9048843187660668, 1.0862183309766331]",,,
"[frozenset({'arbustos=0'}), frozenset({'TipoPavimento=4'}), 0.8561003420752565, 1.02765830441793]",,,
"[frozenset({'capimAlto=0'}), frozenset({'TipoPavimento=4'}), 0.8052999631947, 0.9666777993784962]",,,
"[frozenset({'capimAlto=1'}), frozenset({'TipoPavimento=4'}), 0.9530628480509149, 1.1440515816843688]",,,
"[frozenset({'floresta=0'}), frozenset({'TipoPavimento=4'}), 0.9513742071881607, 1.1420245461600256]",,,
"[frozenset({'vegetacaoBaixa=1'}), frozenset({'TipoPavimento=4'}), 0.8991002570694088, 1.07927517403147]",,,
"[frozenset({'Vazamento=1'}), frozenset({'capimAlto=0'}), 0.8614864864864865, 1.060766669319301]",,,
"[frozenset({'agua=0'}), frozenset({'capimAlto=0'}), 0.8356510745891278, 1.0289549760905141]",,,
"[frozenset({'arbustos=1'}), frozenset({'capimAlto=0'}), 0.8607979184735473, 1.0599188208513994]",,,
"[frozenset({'floresta=1'}), frozenset({'capimAlto=0'}), 0.9026487788097696, 1.111450677036468]",,,
"[frozenset({'vegetacaoBaixa=1'}), frozenset({'capimAlto=0'}), 0.884961439588689, 1.0896718793316007]",,,
